time (unix)	dt (s)	p (Pa)
1616596153.674	1.609	3035.267
1616596183.671	1.609	3035.652
1616596213.675	1.610	3035.783
1616596243.675	1.611	3036.407
1616596273.675	1.610	3036.148
1616596303.676	1.610	3036.180
1616596333.675	1.613	3036.970
1616596363.676	1.610	3036.985
1616596393.676	1.611	3037.085
1616596423.673	1.609	3037.210
1616596453.678	1.611	3037.167
1616596483.679	1.613	3036.983
1616596513.673	1.607	3037.878
1616596543.677	1.610	3037.723
1616596573.678	1.611	3038.845
1616596603.679	1.611	3038.817
1616596633.676	1.610	3038.922
1616596663.673	1.609	3039.183
1616596693.677	1.609	3039.723
1616596723.679	1.612	3039.715
1616596753.677	1.609	3039.860
1616596783.677	1.613	3040.482
1616596813.673	1.609	3040.362
1616596843.679	1.614	3040.897
1616596873.675	1.607	3041.242
1616596903.680	1.613	3040.882
1616596933.677	1.610	3040.100
1616596963.675	1.611	3039.888
1616596993.677	1.611	3040.263
1616597023.677	1.610	3040.368
1616597053.677	1.610	3041.603
1616597083.677	1.610	3042.140
1616597113.678	1.613	3042.387
1616597143.674	1.607	3042.408
1616597173.680	1.611	3042.685
1616597203.679	1.609	3042.313
1616597233.678	1.613	3042.473
1616597263.675	1.609	3042.333
1616597293.674	1.609	3042.193
1616597323.678	1.613	3042.498
1616597353.677	1.610	3042.588
1616597383.677	1.611	3043.405
1616597413.674	1.609	3043.197
1616597443.681	1.611	3043.088
1616597473.678	1.610	3043.360
1616597503.678	1.611	3043.752
1616597533.673	1.610	3042.855
1616597563.676	1.613	3042.062
1616597593.672	1.609	3040.965
1616597623.681	1.611	3040.133
1616597653.676	1.610	3039.592
1616597683.678	1.611	3037.772
1616597713.675	1.611	3036.717
1616597743.677	1.611	3035.002
1616597773.675	1.608	3033.772
1616597803.679	1.613	3032.107
1616597833.679	1.612	3030.253
1616597863.674	1.608	3029.187
1616597893.678	1.613	3028.177
1616597923.676	1.610	3025.727
1616597953.678	1.613	3023.065
1616597983.677	1.609	3020.038
1616598013.674	1.612	3017.563
1616598043.673	1.609	3015.505
1616598073.673	1.609	3012.542
1616598103.675	1.610	3009.720
1616598133.679	1.614	3005.393
1616598163.671	1.606	3002.543
1616598193.680	1.613	2999.287
1616598223.678	1.612	2995.542
1616598253.678	1.611	2992.495
1616598283.678	1.611	2987.932
1616598313.680	1.610	2983.290
1616598343.682	1.614	2979.418
1616598373.677	1.611	2974.327
1616598403.677	1.610	2969.995
1616598433.682	1.613	2964.880
1616598463.675	1.609	2960.663
1616598493.678	1.613	2956.128
1616598523.677	1.613	2951.387
1616598553.674	1.611	2946.950
1616598583.678	1.610	2942.553
1616598613.678	1.610	2938.143
1616598643.677	1.610	2932.985
1616598673.677	1.612	2927.273
1616598703.674	1.609	2922.085
1616598733.681	1.614	2917.952
1616598763.678	1.610	2912.662
1616598793.673	1.609	2907.135
1616598823.678	1.612	2901.678
1616598853.673	1.609	2897.010
1616598883.677	1.610	2891.653
1616598913.676	1.609	2886.327
1616598943.675	1.610	2880.110
1616598973.673	1.610	2874.610
1616599003.674	1.609	2868.803
1616599033.674	1.608	2863.518
1616599063.675	1.609	2857.772
1616599093.678	1.609	2851.550
1616599123.673	1.612	2846.403
1616599153.674	1.609	2840.708
1616599183.678	1.612	2834.460
1616599213.677	1.610	2828.082
1616599243.675	1.609	2822.313
1616599273.673	1.609	2816.295
1616599303.678	1.615	2809.802
1616599333.675	1.609	2803.902
1616599363.678	1.610	2798.127
1616599393.673	1.609	2792.438
1616599423.677	1.610	2785.993
1616599453.671	1.606	2779.870
1616599483.675	1.613	2773.727
1616599513.676	1.608	2767.533
1616599543.675	1.612	2760.900
1616599573.675	1.610	2754.988
1616599603.678	1.613	2749.312
1616599633.677	1.610	2743.055
1616599663.675	1.608	2736.722
1616599693.678	1.615	2730.775
1616599723.675	1.610	2724.580
1616599753.674	1.609	2718.382
1616599783.671	1.609	2712.258
1616599813.672	1.607	2706.130
1616599843.672	1.608	2700.537
1616599873.674	1.608	2694.488
1616599903.678	1.610	2687.818
1616599933.671	1.608	2680.830
1616599963.677	1.613	2674.648
1616599993.677	1.610	2668.700
1616600023.676	1.607	2662.250
1616600053.670	1.606	2655.947
1616600083.679	1.610	2649.738
1616600113.674	1.610	2643.752
1616600143.682	1.616	2637.970
1616600173.673	1.609	2631.170
1616600203.678	1.610	2625.075
1616600233.674	1.609	2618.558
1616600263.674	1.608	2612.205
1616600293.673	1.607	2605.672
1616600323.677	1.612	2599.692
1616600353.674	1.607	2593.100
1616600383.672	1.609	2586.468
1616600413.674	1.612	2579.530
1616600443.680	1.613	2573.480
1616600473.675	1.608	2567.078
1616600503.675	1.607	2560.970
1616600533.675	1.610	2554.657
1616600563.671	1.608	2548.147
1616600593.676	1.611	2542.050
1616600623.673	1.609	2535.448
1616600653.675	1.613	2528.503
1616600683.673	1.609	2522.438
1616600713.678	1.609	2516.117
1616600743.677	1.612	2510.118
1616600773.671	1.609	2503.548
1616600803.674	1.611	2497.120
1616600833.677	1.612	2491.342
1616600863.676	1.610	2484.580
1616600893.678	1.610	2478.750
1616600923.677	1.612	2472.180
1616600953.678	1.610	2465.328
1616600983.675	1.610	2458.697
1616601013.673	1.611	2452.470
1616601043.674	1.609	2446.152
1616601073.675	1.609	2439.672
1616601103.677	1.611	2432.962
1616601133.673	1.610	2427.377
1616601163.708	1.610	2420.923
1616601193.678	1.610	2413.915
1616601223.675	1.611	2407.810
1616601253.677	1.612	2400.880
1616601283.670	1.606	2394.540
1616601313.676	1.613	2388.282
1616601343.671	1.609	2382.008
1616601373.677	1.612	2375.405
1616601403.676	1.609	2368.683
1616601433.673	1.609	2362.417
1616601463.677	1.613	2355.733
1616601493.675	1.609	2349.632
1616601523.671	1.608	2343.203
1616601553.675	1.609	2336.618
1616601583.677	1.612	2330.263
1616601613.673	1.609	2323.395
1616601643.675	1.609	2317.112
1616601673.675	1.609	2310.430
1616601703.677	1.611	2303.788
1616601733.671	1.609	2297.245
1616601763.678	1.612	2291.608
1616601793.671	1.609	2285.115
1616601823.675	1.611	2278.617
1616601853.677	1.612	2271.797
1616601883.677	1.610	2264.872
1616601913.678	1.612	2258.917
1616601943.676	1.610	2252.567
1616601973.675	1.609	2246.037
1616602003.675	1.610	2239.847
1616602033.674	1.608	2233.765
1616602063.675	1.612	2227.423
1616602093.673	1.608	2220.973
1616602123.673	1.608	2214.793
1616602153.673	1.612	2208.413
1616602183.675	1.609	2201.490
1616602213.677	1.613	2194.967
1616602243.676	1.609	2188.547
1616602273.677	1.612	2182.505
1616602303.674	1.609	2176.233
1616602333.674	1.609	2169.045
1616602363.675	1.612	2162.455
1616602393.677	1.609	2156.882
1616602423.674	1.612	2150.608
1616602453.674	1.610	2144.220
1616602483.672	1.608	2137.332
1616602513.672	1.607	2130.572
1616602543.675	1.610	2124.145
1616602573.677	1.610	2117.773
1616602603.674	1.609	2111.697
1616602633.676	1.610	2104.982
1616602663.674	1.609	2098.430
1616602693.674	1.609	2091.618
1616602723.675	1.612	2084.773
1616602753.674	1.608	2078.415
1616602783.675	1.612	2072.777
1616602813.670	1.606	2065.650
1616602843.677	1.609	2059.415
1616602873.678	1.609	2052.567
1616602903.676	1.612	2046.145
1616602933.671	1.607	2040.160
1616602963.678	1.612	2033.590
1616602993.674	1.608	2027.183
1616603023.677	1.612	2020.670
1616603053.672	1.609	2014.218
1616603083.675	1.613	2008.005
1616603113.677	1.607	2001.377
1616603143.678	1.611	1994.610
